"","SL_C21h0","SL_GAT21h2","SL_GAT21h4","SL_T21h2"
"Gene449",9.03572642233333,8.83671008066667,9.025681493,8.80979961933333
"Gene45",5.12925009966667,5.29797531666667,5.266537802,5.11584032333333
"Gene450",9.051051259,8.78399575066667,8.938893609,8.944148138
"Gene451",9.12176975566667,8.73043643833333,8.806023123,8.87877802766667
"Gene452",9.08137092766667,9.20346414566667,9.15966651366667,9.27931350266667
"Gene453",9.05339394266667,9.277832698,9.14232337033333,9.19764955266667
"Gene454",9.15914158133333,9.24087355066667,9.126386751,9.188013555
"Gene455",9.03965613233333,9.07205209133333,9.30720640333333,8.868622119
"Gene456",9.175737595,9.25472148933333,9.30848448033333,9.22324767
"Gene457",9.134178169,9.350751057,9.20097778166667,9.360631922
"Gene458",9.12854049133333,9.21473445866667,9.14261206766667,9.179818954
"Gene459",9.096670496,8.578462161,8.70333756066667,8.758818944
"Gene46",5.158815382,5.26467347666667,5.24326817133333,5.225438251
"Gene460",9.21682140333333,9.271682242,9.29631687066667,9.21426188266667
"Gene461",9.112201725,9.23554517733333,9.090718563,9.11285848066667
"Gene462",9.18630790233333,9.27816475666667,9.12888089666667,9.25741312833333
"Gene463",9.13709987933333,9.416553722,9.232082807,9.23322504533333
"Gene464",9.10102108766667,9.294954648,9.179361436,9.200424702
"Gene465",9.201894839,9.588554546,9.33619545733333,9.456095656
"Gene466",9.272603612,9.65357889433333,9.53356195566667,9.575538652
"Gene467",9.10933069433333,9.378366899,9.26478716866667,9.46995932166667
"Gene468",9.257932429,9.46293563833333,9.30520489266667,9.34643758066667
"Gene469",9.19289903966667,9.29779269466667,9.229958075,9.30522717
"Gene47",5.218641133,5.43195073733333,5.17619777,5.293611237
"Gene470",9.158167997,9.39213726533333,9.28657341,9.30642618166667
"Gene471",9.223945448,9.172290746,9.205069117,9.16012504233333
"Gene472",9.22636627133333,9.30536656566667,9.25147188466667,9.267818765
"Gene473",9.31609723633333,9.81268676133333,9.50881473466667,9.68571191933333
"Gene474",9.303560843,9.34657847833333,9.242205052,9.55687110333333
"Gene475",9.254930133,9.29892857333333,9.27146522666667,9.210012408
"Gene476",9.236828263,9.36485352033333,9.23269377166667,9.326921223
"Gene477",9.26388031833333,9.487292962,9.33601919133333,9.36578567066667
"Gene478",9.27316341166667,8.930110864,9.15935557866667,9.06578936866667
"Gene479",9.29756423166667,9.24251402633333,9.311315278,9.43500602
"Gene48",5.22335985733333,5.38424482266667,5.200632123,5.138286988
"Gene480",9.260073996,9.364938218,9.05946330633333,9.660288275
"Gene481",9.31939647533333,8.49139605433333,8.57834759333333,8.68854560933333
"Gene482",9.24401763366667,8.981557542,9.25890159566667,9.04152452433333
"Gene483",9.31303743333333,9.46104408133333,9.39052154833333,9.322270546
"Gene484",9.29426074233333,9.48123945633333,9.316487429,9.46976564466667
"Gene485",9.34357681066667,8.80979027,8.611396907,9.21728138366667
"Gene486",9.382950274,8.86685898766667,9.22809933533333,9.06482569
"Gene487",9.34059529866667,9.806863843,10.100726521,9.26287076266667
"Gene488",9.37359793033333,9.17961238766667,9.22585121566667,9.42856199266667
"Gene489",9.31625129633333,8.79454972766667,8.99015853466667,9.23094867166667
"Gene49",5.197479334,5.353566717,5.155766853,5.201781887
"Gene490",9.256916107,8.816113594,8.57603962633333,8.97318405066667
"Gene491",9.305858553,8.681200864,8.86621874666667,8.93423314733333
"Gene492",9.34826793933333,9.11792924466667,9.30074055633333,9.04953219666667
"Gene493",9.26056601933333,9.141202324,9.56213337833333,9.39265227166667
"Gene494",9.30906086466667,9.42259300066667,9.38136374833333,9.372187354
"Gene495",9.293579615,9.192741143,9.298417119,9.30115177466667
"Gene496",9.353234594,9.38090661533333,9.35535447566667,9.36036906966667
"Gene497",9.36894172233333,9.543785134,8.40291226633333,9.78157718833333
"Gene498",9.30270814566667,9.46076890133333,9.28418576766667,9.367741658
"Gene499",9.297748041,8.92077424733333,8.99785173366667,9.154891697
"Gene5",3.732808445,3.752311347,3.72884351433333,3.73273734933333
"Gene50",5.224781292,5.36463175333333,5.26492467133333,5.269017644
"Gene500",9.316935575,8.802556431,9.030516359,9.34687898666667
"Gene51",5.345713076,5.31303967133333,5.17669321533333,5.19791042066667
"Gene52",5.37948283766667,5.54854873033333,5.16889213333333,5.415345529
"Gene53",5.317758828,5.475790563,5.40437312,5.34910284433333
"Gene54",5.17943171266667,5.241000361,5.339829756,5.123159869
"Gene55",5.23321859133333,5.36347055833333,5.20329494233333,5.27647923266667
"Gene56",5.37709708,5.46496276733333,5.46408440533333,5.33040332733333
"Gene57",5.24953357333333,5.50182181566667,5.21640374566667,5.78544963566667
"Gene58",5.29065618066667,5.43437996666667,5.082298019,5.31720346633333
"Gene59",5.343772065,5.57512208266667,5.361327055,5.66535815133333
"Gene6",3.85930417266667,3.89517954433333,3.89304809966667,3.885633242
"Gene60",5.30212687333333,5.96534380733333,5.50244483666667,5.72403337866667
"Gene61",5.4490307,5.53435192666667,5.30485577633333,5.442235936
"Gene62",5.34342413033333,5.26517269666667,5.36406794466667,5.31868080166667
"Gene63",5.44772685333333,5.53994970733333,5.299243789,5.29770721133333
"Gene64",5.44083510133333,5.408333348,5.45983744066667,5.46610917133333
"Gene65",5.50677681533333,6.72883208966667,6.12953997633333,6.57191585933333
"Gene66",5.41312649666667,5.53903588,5.428074647,5.43888187633333
"Gene67",5.56029745466667,5.86193579333333,5.60506541833333,5.593351934
"Gene68",5.46297843066667,5.28131771,5.32732104566667,5.31730188166667
"Gene69",5.595915943,5.677873454,5.40901909666667,5.37070362766667
"Gene7",4.020487467,4.00019466366667,4.01360466866667,3.986052962
"Gene70",5.644677443,5.95853142666667,5.580197245,5.87020203466667
"Gene71",5.531124515,5.68283463966667,5.56469898,5.639187257
"Gene72",5.57021216833333,5.758705214,5.38222943433333,5.59981489833333
"Gene73",5.525679227,5.82296120033333,5.62710528,5.60807793633333
"Gene74",5.59388501833333,5.81561658633333,5.552814078,5.73736218
"Gene75",5.53401275133333,5.54219614866667,5.65621290833333,5.592237433
"Gene76",5.71474586466667,6.37411984433333,6.01298143233333,5.944073911
"Gene77",5.636022815,5.725378067,5.67070404233333,5.588516516
"Gene78",5.56529046033333,5.675077594,5.96020965066667,5.568391497
"Gene79",5.78044746933333,5.616010961,5.76048323766667,5.678379219
"Gene8",4.07464265933333,4.09669070933333,4.02169950066667,4.03487639466667
"Gene80",5.89647188966667,6.43397223766667,6.73135808666667,5.85027130466667
"Gene81",5.81891278366667,6.02650894366667,5.88553541466667,5.853824352
"Gene82",5.844272889,5.85670913766667,5.79935491333333,5.68317012866667
"Gene83",5.88650490033333,6.0246106,5.651368692,5.90017050566667
"Gene84",5.85203372366667,6.118030307,5.848237011,5.91453469966667
"Gene85",5.64767676066667,6.91122835,6.021337089,6.97592364066667
"Gene86",5.73258505566667,5.81924756866667,5.69945801866667,5.64729259166667
"Gene87",5.82726118166667,5.97907978266667,5.902217465,5.77114632533333
"Gene88",5.80228267666667,5.676643348,5.76708306966667,5.76295887766667
"Gene89",5.856411679,5.97150855133333,5.908596412,5.95992965233333
"Gene9",4.10472468333333,4.22038019366667,4.12296780766667,4.315358808
"Gene90",5.83098351233333,5.92886923233333,5.785438919,6.15883456833333
"Gene91",5.83993678566667,5.72758737366667,5.53565245566667,5.92293844566667
"Gene92",5.912635609,6.026972236,5.88653824633333,5.955558698
"Gene93",6.10615629233333,6.062607897,5.982684874,5.992622047
"Gene94",5.91425267866667,5.50570085233333,5.71674622133333,5.677665965
"Gene95",5.938150104,6.03847064033333,5.750596597,5.75247716233333
"Gene96",6.04407647666667,6.093362038,6.03644078833333,6.08353467266667
"Gene97",6.03664934466667,6.20155666333333,6.10455352866667,6.128860971
"Gene98",5.98586448433333,6.29303869366667,5.80888203666667,6.15528817833333
"Gene99",6.208653035,6.33166809266667,6.13074154166667,6.12964812133333
